Fylke,Danmark,Grønland,Finland,Færøyene,Island,Sverige,Albania,Andorra,Belarus,Belgia,Bosnia-Hercegovina,Bulgaria,Estland,Frankrike,Gibraltar,Guernsey,Hellas,Irland,Italia,Jersey,Kosovo,Kroatia,Latvia,Liechtenstein,Litauen,Luxembourg,Malta,Man,Moldova,Monaco,Montenegro,Nederland,Nord-Makedonia,Polen,Portugal,Romania,Russland,San Marino,Serbia,Serbia og Montenegro,Slovakia,Slovenia,Spania,Storbritannia,Sveits,Tsjekkia,Tyrkia,Tyskland,Ukraina,Ungarn,Vatikanstaten,Østerrike,Algerie,Angola,Benin,Botswana,Det britiske territoriet i Indiahavet,Burkina Faso,Burundi,Djibouti,Egypt,Ekvatorial-Guinea,Elfenbeinskysten,Eritrea,Eswatini,Etiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kamerun,Kapp Verde,Kenya,Komorene,Kongo,Kongo-Brazzaville,Lesotho,Liberia,Libya,Madagaskar,Malawi,Mali,Marokko,Mauritania,Mauritius,Mayotte,Mosambik,Namibia,Niger,Nigeria,Réunion,Rwanda,São Tomé og Príncipe,Senegal,Den sentralafrikanske republikk,Seychellene,Sierra Leone,Somalia,St. Helena,Sudan,Sør-Afrika,Sør-Sudan,Tanzania,Togo,Tsjad,Tunisia,Uganda,Vest-Sahara,Zambia,Zimbabwe,Afghanistan,Armenia,Aserbajdsjan,Bahrain,Bangladesh,Bhutan,Brunei,Filippinene,De forente arabiske emirater,Georgia,Hongkong,India,Indonesia,Irak,Iran,Israel,Japan,Jemen,Jordan,Kambodsja,Kasakhstan,Kina,Kirgisistan,Kuwait,Kypros,Laos,Libanon,Macao,Malaysia,Maldivene,Mongolia,Myanmar,Nepal,Nord-Korea,Oman,Pakistan,Palestina,Qatar,Saudi-Arabia,Singapore,Sri Lanka,Syria,Sør-Korea,Tadsjikistan,Taiwan,Thailand,Turkmenistan,Usbekistan,Vietnam,Øst-Timor,De amerikanske Jomfruøyene,Anguilla,Antigua og Barbuda,Aruba,Bahamas,Barbados,Belize,Bermuda,Bonaire,Sint Eustatius og Saba,De britiske Jomfruøyene,Canada,Caymanøyene,Costa Rica,Cuba,Curaçao,Dominica,Den dominikanske republikk,El Salvador,Franske Antiller,Grenada,Guadeloupe,Guatemala,Haiti,Honduras,Jamaica,Martinique,Mexico,Montserrat,De nederlandske Antillene,Nicaragua,Panama,Puerto Rico,Saint Kitts og Nevis,Saint Lucia,Saint Vincent og Grenadinene,Saint-Barthélemy,Saint-Martin,Saint-Pierre-et-Miquelon,Sint Maarten,Trinidad og Tobago,Turks- og Caicosøyene,USA,Argentina,Bolivia,Brasil,Chile,Colombia,Ecuador,Falklandsøyene,Fransk Guyana,Guyana,Paraguay,Peru,Surinam,Uruguay,Venezuela,Amerikansk Samoa,Australia,Christmasøya,Cookøyene,Fiji,Fransk Polynesia,Guam,Kiribati,Kokosøyene,Marshalløyene,Mikronesiaføderasjonen,Mindre stillehavsøyer (am.),Nauru,New Zealand,Niue,Nord-Marianene,Norfolkøya,Ny-Caledonia,Palau,Papua Ny-Guinea,Pitcairn,Salomonøyene,Samoa,Tokelau,Tonga,Tuvalu,Vanuatu,Wallis- og Futunaøyene,Statsløse,Uoppgitt
3122 Marker,9,0,3,3,5,67,7,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,8,0,18,0,0,0,6,0,0,8,3,55,0,0,9,0,0,0,3,0,10,3,0,0,9,10,47,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,6,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124 Aremark,3,0,4,0,0,17,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201 Bærum,768,0,233,5,168,1845,125,0,98,58,451,134,98,338,0,0,187,65,235,3,293,241,284,0,637,5,10,0,110,0,20,211,117,4587,170,565,1293,0,486,0,91,8,374,853,58,111,455,758,959,209,0,41,76,19,0,0,0,0,52,17,76,0,0,890,3,257,0,52,44,20,0,26,7,82,0,82,20,4,77,35,6,3,3,185,3,6,0,11,3,0,73,0,32,0,21,5,0,14,1001,0,138,93,4,33,0,3,63,83,3,14,9,842,15,35,3,56,11,0,1097,34,17,22,1168,87,935,1566,31,105,12,41,7,61,787,18,25,9,3,76,0,51,0,8,92,78,6,3,1021,124,4,78,35,333,901,121,3,13,306,3,33,392,0,0,0,0,0,0,0,0,0,0,0,94,0,7,36,0,0,27,4,0,0,0,8,0,9,6,0,59,0,0,7,3,0,0,0,0,0,0,0,0,6,0,517,73,13,298,202,106,34,0,0,4,3,86,4,12,93,0,102,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3203 Asker,605,4,142,10,184,1317,68,0,55,63,274,153,119,183,0,0,105,43,171,0,250,101,360,0,1170,0,0,0,66,0,7,253,129,3623,93,284,638,0,264,0,56,13,243,587,62,69,279,666,870,173,0,49,33,8,0,6,0,0,36,3,52,0,8,509,0,199,5,26,31,7,0,4,7,62,0,81,5,0,19,18,6,3,5,104,0,7,0,0,3,0,52,0,27,0,7,3,0,9,815,0,136,64,13,14,0,5,21,45,0,16,11,606,11,16,0,37,5,0,509,28,14,24,1481,57,480,898,12,20,7,22,6,38,347,16,11,4,0,45,0,40,3,0,121,53,0,3,809,63,0,34,36,246,743,48,5,7,222,3,24,272,0,0,0,0,0,0,0,0,0,0,0,82,0,0,35,3,0,18,3,0,0,0,4,0,5,7,0,51,0,0,3,0,0,0,0,0,0,0,0,0,3,0,317,39,6,147,106,68,21,0,0,0,3,41,0,3,39,3,68,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205 Lillestrøm,369,3,157,0,103,1004,253,3,58,33,345,246,114,91,0,0,204,23,167,0,550,138,362,0,1641,0,4,0,119,0,12,106,140,3282,144,657,631,0,305,0,100,20,173,264,20,30,801,416,788,103,0,21,52,21,0,0,0,0,32,5,35,0,3,991,0,402,0,61,177,32,9,39,29,81,0,110,5,0,32,24,0,3,0,429,0,11,0,10,3,0,74,0,46,0,20,0,0,24,475,0,286,24,21,23,5,0,46,59,0,11,12,1264,53,27,3,104,0,0,608,20,13,28,909,32,1506,1151,18,26,31,16,6,31,308,8,27,10,3,101,3,11,0,3,90,107,0,3,2995,108,3,40,6,1475,1483,10,9,4,457,4,35,1838,0,0,0,0,0,0,0,0,0,0,0,21,0,3,30,0,0,62,4,0,0,0,4,0,3,3,0,26,0,0,3,0,0,0,0,0,0,0,0,0,4,0,164,18,12,110,173,53,24,3,0,0,3,42,0,4,18,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207 Nordre Follo,345,3,113,0,120,984,226,0,28,25,243,70,47,102,0,0,202,16,81,0,458,120,150,0,414,3,3,0,58,0,10,115,156,1485,49,302,273,0,105,0,34,7,115,239,40,33,354,354,735,81,0,35,16,3,0,0,0,0,29,3,33,3,3,485,0,231,0,49,16,10,0,11,14,45,0,73,0,0,7,7,5,0,0,138,0,3,0,0,0,6,40,0,29,0,14,0,0,6,714,0,96,21,3,18,0,0,35,34,0,22,9,340,11,5,0,14,0,0,316,13,8,24,290,27,595,432,14,15,0,16,3,20,224,4,9,3,0,114,0,22,0,3,16,52,3,0,949,28,0,14,5,103,562,22,0,4,183,0,18,368,0,0,0,0,0,0,0,0,0,0,0,47,0,4,6,0,0,25,3,0,0,0,5,3,3,3,0,27,0,0,0,3,0,0,0,0,0,0,0,0,4,0,131,21,4,112,96,29,13,0,0,0,3,14,0,8,17,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209 Ullensaker,206,0,112,4,91,613,88,0,9,12,302,109,82,40,0,0,89,16,62,0,385,216,242,0,986,0,3,0,93,0,27,53,54,1847,82,350,389,0,260,0,39,4,129,127,8,24,313,175,435,96,0,9,11,16,0,3,0,0,12,0,16,3,10,673,0,185,0,17,69,5,3,28,3,51,0,52,0,0,3,12,3,4,0,163,0,3,0,3,0,3,35,0,23,0,4,0,0,9,602,0,84,4,0,5,3,0,51,22,0,11,4,959,3,0,0,30,0,0,404,16,11,13,303,10,871,442,6,4,7,8,3,25,57,0,11,6,3,55,0,11,0,0,7,26,0,0,1628,74,6,19,0,590,466,16,5,0,309,0,9,413,0,0,0,0,0,0,0,0,0,0,0,12,0,0,31,0,0,50,0,0,0,0,3,0,0,3,0,20,0,0,0,3,4,0,0,0,0,0,0,0,0,0,64,24,6,65,90,27,5,0,0,0,6,23,0,5,17,0,10,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212 Nesodden,148,0,32,0,19,413,4,0,18,12,80,9,10,52,0,0,18,12,37,0,27,21,26,0,105,0,0,0,17,0,3,56,14,359,14,87,83,0,46,0,13,0,54,156,18,16,33,203,203,26,0,18,7,0,0,0,0,0,3,0,14,0,0,66,0,10,0,5,7,9,0,3,0,7,0,25,3,0,0,0,3,0,0,23,0,3,0,0,0,0,3,0,4,0,0,0,0,0,70,0,7,14,0,3,0,0,9,6,0,0,3,55,0,3,0,3,0,0,115,3,0,6,13,6,31,31,4,4,0,3,3,0,29,0,3,3,0,18,0,3,0,0,0,7,0,0,28,9,0,3,3,16,164,4,0,3,104,0,3,10,0,0,0,0,0,0,0,0,0,0,0,15,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,115,8,0,22,23,17,6,0,0,0,0,6,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214 Frogn,109,0,20,0,14,243,15,0,6,4,40,32,24,12,0,0,20,4,21,0,33,17,35,0,139,0,0,0,7,0,3,49,9,302,8,22,45,0,19,0,17,0,46,79,8,13,36,91,294,17,0,7,5,0,0,0,0,0,0,0,3,0,0,59,0,10,0,0,3,0,0,0,0,6,0,22,0,0,0,4,0,0,0,11,0,3,0,5,0,0,0,0,6,0,0,0,0,0,86,0,11,5,0,0,0,0,7,8,0,3,3,48,0,0,0,8,0,0,79,0,0,0,99,3,24,60,3,0,0,3,0,3,24,0,3,0,0,14,0,7,0,0,27,6,0,0,16,0,0,3,3,12,106,4,0,0,45,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,17,0,24,4,6,3,0,0,0,0,8,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216 Vestby,106,3,30,0,32,278,20,0,17,6,66,31,22,17,0,0,21,7,24,0,178,32,44,0,177,0,0,0,10,0,13,26,83,525,3,52,72,0,43,0,14,0,34,73,8,14,79,166,319,44,0,7,0,4,0,0,0,0,3,0,13,0,4,198,0,66,0,0,18,0,0,6,6,9,0,16,0,0,3,8,0,0,0,20,0,3,0,3,0,0,8,0,9,0,7,0,0,0,122,0,48,5,6,0,3,0,14,22,0,0,0,141,0,5,0,3,0,0,134,0,0,3,52,0,238,112,6,3,0,10,0,3,39,3,0,0,3,10,0,3,0,0,7,4,0,0,161,12,0,3,3,17,166,4,0,3,88,0,6,89,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,3,0,0,3,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,3,0,22,23,8,0,0,0,3,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218 Ås,133,3,49,4,55,337,32,0,17,15,73,18,16,48,0,0,28,5,34,0,124,41,91,0,260,0,0,0,16,0,5,89,22,627,37,113,132,0,67,0,6,3,59,97,36,18,100,192,352,38,0,13,13,4,0,0,0,0,4,0,12,0,4,162,0,198,0,7,23,8,5,5,0,37,0,10,0,0,6,8,3,9,0,51,0,0,0,5,0,0,40,0,12,0,3,0,0,0,183,0,27,20,3,18,0,0,11,30,0,3,12,79,0,9,0,34,0,0,104,5,3,5,193,14,181,195,5,21,0,11,3,4,115,3,3,0,0,14,0,0,0,4,11,56,0,3,217,22,0,4,4,82,184,9,3,0,59,3,5,107,0,0,0,0,0,0,0,0,0,0,0,24,0,3,10,0,0,8,3,0,0,0,0,0,0,3,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,83,4,0,48,37,16,5,0,0,0,3,19,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
